gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
SFTA3,4068.870649070103,-1.1373929183034968,0.407785197917313,-2.7891961849339295,0.005283904641388413,0.023116091305195534
GTF3C3,1390.4545198170943,0.5048679508141969,0.18101625614542394,2.789075200011863,0.005285878984266017,0.023116701820284864
RP5-1125A11.7,60.42694310076623,0.997378464146908,0.3576112323042028,2.789002061597679,0.005287072847110034,0.023116701820284864
SCN7A,2058.001325668089,-1.8335733176999558,0.6575093835535074,-2.7886648670934773,0.005292580136515542,0.02313017606865821
RP11-1008C21.2,70.830148082165735,-0.9303798020482802,0.3336237656040634,-2.788709612349476,0.005291849028586713,0.02313017606865821
PSME3,4310.18776773934,0.6123812327407443,0.21960457314012685,2.788563206969245,0.005294241534920829,0.023132136209395197
SCAMP5,425.26272690822185,0.8070051815954752,0.2894111430557368,2.7884385275381627,0.005296279773514231,0.023135741603404356
ANO3,45.90335379142636,-1.0989220008462268,0.3941993220769681,-2.7877318384420264,0.005307846008920244,0.023180956968657403
AOC4P,21.035662048707838,-1.021669213160649,0.3666185910020207,-2.7867359654846795,0.0053241839848804946,0.023246986483434245
RP11-834C11.4,220.77904308960373,1.4975886178370563,0.5376445846637224,2.7854621074138497,0.005345148696174686,0.023333182864143646
ALKBH6,78.17835906912255,1.0995694739173547,0.39477409820352266,2.785313116846081,0.005347605594175769,0.023338566108036675
C1QBP,2891.4126957428252,0.968889403204376,0.34800782834027716,2.784102322712722,0.00536760979413624,0.023415154161428718
FAM173B,485.51700098588987,0.8666977915208579,0.31129976363030204,2.784126082890778,0.0053672165899763605,0.023415154161428718
NRGN,1612.226593921497,-1.4601135900087716,0.524485095626763,-2.783899108255739,0.00537097382705212,0.023424471262185692
RUNX1T1,314.75366299665774,-1.159345379516997,0.41675346801046886,-2.781849387004679,0.005405011719123384,0.023559018212217477
MNDA,1194.05076166464,-1.1349261406388114,0.40797293819753777,-2.781866232728622,0.005404731185288284,0.023559018212217477
RP11-504P24.8,105.55374232491802,1.1326028629451383,0.4071448054996071,2.7818182809807,0.005405529765974397,0.023559018212217477
SDCBP,11020.336648475974,-0.5071244095319877,0.18231700955614807,-2.7815529158062944,0.0054099510412439,0.023572900675943264
AC091729.9,161.026691344145,1.2684908476798153,0.4561363266710137,2.7809467773320073,0.005420062222447018,0.02361156388910679
HSPA6,393.0456190549076,1.7621300731301268,0.633717760708269,2.7806228298867586,0.005425473081723645,0.023629737980048724
ADAMTS4,1532.2281500016643,-2.1536768830059274,0.7745517556993704,-2.7805461251085744,0.005426754987212636,0.023629924912356024
TRMT61B,409.1574016344963,0.7238270516275384,0.26037747038648956,2.7799142934798873,0.005437324690193733,0.02366596098835522
RP11-44F14.2,39.573081513680854,1.2947089093251893,0.465738868397669,2.779903068385755,0.005437512638998143,0.02366596098835522
CLCN2,166.21822603212183,0.6739307180358952,0.24243814674760647,2.7798047752670705,0.005439158672998192,0.023667723981615676
HMGCR,2856.3656346072476,-0.7718266262993562,0.2776916068878992,-2.779438078627034,0.005445303410094802,0.023689057170923372
DENND2D,1520.7671949584624,0.5337464242291027,0.19204146270777603,2.7793290922871656,0.005447130902296063,0.02369160332236956
MDM2,6594.641513873328,1.2452916771810754,0.4482509251807858,2.7781128988832138,0.005467561731082161,0.02377504271208367
THEM4,795.8085549280495,0.6748505315300288,0.24296526705060914,2.777559688765962,0.005476877973595276,0.023810124621018718
ZNF300P1,39.550121248157474,-1.3398624101199645,0.48249955602312317,-2.776919467374087,0.005487677399398464,0.023851637046792957
IQCC,165.6846284879655,0.9374726154105035,0.3376151654277691,2.7767491256581915,0.00549055400449622,0.023858702659774873
TMSB10,57897.059406018416,1.2550527559344302,0.45203440364608777,2.7764540614856634,0.005495540051108342,0.023874929351876607
PCDHB2,384.6100397827862,1.6863098387755266,0.6074370884115484,2.776106153124823,0.005501424318103927,0.023895050010220475
RP11-567M16.6,117.30249203910051,-0.8640902568869625,0.31128619179256406,-2.7758708213526475,0.005505407770729792,0.023906907332276545
CELF2,5111.281738699553,-0.880509841595877,0.31723881799554043,-2.775542561781499,0.0055109685570875686,0.02392427539639746
RGS11,90.73752702092287,-1.054544287718744,0.37994932804416004,-2.7754866501466178,0.005511916217060111,0.02392427539639746
NOP2,1153.5497816845686,0.9686184963825968,0.34906555883290924,2.7748899078475264,0.005522039713631971,0.02395783679579698
RP11-298J20.4,14.281761586916632,-0.894334002307696,0.3222961379646658,-2.774882776925314,0.00552216078829297,0.02395783679579698
PRRX1,1681.6358589907604,1.0552420056100589,0.3803001114943045,2.774761231238457,0.00552422485938312,0.02396134103210254
TLE1,1533.910954999217,0.6708241926597899,0.24176892094042252,2.7746502323394022,0.005526110434704514,0.023964069624985103
POP1,241.60839714849945,0.767322224778367,0.27659048430221256,2.774217727389217,0.005533463082679616,0.02399018648641346
AC016831.7,21.924086542154804,1.9259692223492957,0.6942561102129308,2.7741480327174854,0.005534648727989681,0.02399018648641346
KCNK13,48.049479101677385,1.1819211998903107,0.42607395300160106,2.7739813512746445,0.0055374852414985494,0.02399702761323798
SKI,4662.965271579637,-0.8021261627378251,0.28917497482898163,-2.7738436329499234,0.00553982986273616,0.024001734471173115
NFYB,1427.6288780704385,-0.45023819737103793,0.16234640439875775,-2.773317949593487,0.005548787733574273,0.024029627532862974
COL6A3,21675.31099920967,1.3104098083142528,0.4725049346207851,2.773325128055941,0.005548665321505696,0.024029627532862974
BCL2L14,115.15375412808929,1.5213444545349601,0.5486943325509633,2.7726629642081386,0.005559967254914093,0.024058736230942998
EFHB,214.6253780898319,-2.243202559053756,0.8090742230750122,-2.772554723753423,0.005561816696844991,0.024058736230942998
EIF1AD,997.4346201063322,0.40408818856953643,0.14573442388443253,2.7727710296503356,0.005558121356936222,0.024058736230942998
CHST15,2574.9672357556783,1.0285096362635286,0.37095904704639154,2.77256922146154,0.005561568950714007,0.024058736230942998
AC012360.6,13.950556415255287,1.5447082754835528,0.5571385546558103,2.772574725936611,0.005561474889323246,0.024058736230942998
SIT1,161.13630894241035,1.551259252087315,0.5595813040748804,2.772178485576661,0.0055682495797057035,0.024081101130192104
TMEM52B,59.71696073928956,-0.8411990952413954,0.3034591734852476,-2.772033831042809,0.005570724654836021,0.024086343372711996
ETNK2,318.87728542144225,0.9261222071737355,0.3341245371093233,2.7717874753709406,0.005574942146850117,0.024099115282122722
NOP56,2842.722023772391,0.7650881525207608,0.2760678600485805,2.7713771258491513,0.005581973532266299,0.024116311058757875
NPC2,26285.10595399362,-0.9383540977567884,0.3386019430695771,-2.771260227422771,0.005583978063940582,0.024116311058757875
CCDC18,148.00267662630003,1.009946587588111,0.36443197108246844,2.7712897542668316,0.005583471687064285,0.024116311058757875
RP11-598F7.6,24.4586860892944,-1.2909090029718264,0.46581532184789237,-2.771289269427167,0.005583480001590369,0.024116311058757875
GBP4,3817.157137379843,-1.1972458079625585,0.43205016596368107,-2.7710805417517217,0.005587060514936959,0.024124160774479892
AKAP11,2799.658647522716,-0.6793304340775901,0.24517026505728448,-2.770851652498982,0.005590989261287864,0.024135660296804466
PRSS45,20.1625599620353,1.524186345550336,0.5501896962077583,2.7702924210612347,0.005600598619499298,0.02417167161599697
LACTB2,1393.3973707583148,1.1291693681821349,0.407655377295548,2.7699116240615487,0.005607150437076703,0.02419447356016445
ERCC2,812.1076931519909,0.5755839263904595,0.20791566924905636,2.768352806064769,0.005634042893822234,0.024305013813837966
MAP3K13,2504.8428608016525,0.6076742313513626,0.2195224922640808,2.768163868239723,0.00563731031008731,0.024312905928668745
LMNB2,2006.8028146929641,0.9565160165720299,0.34554970943235647,2.768099611900481,0.005638421923369435,0.024312905928668745
ENDOU,16.06881243741068,-1.1833018645605828,0.42753537128655006,-2.767728576467864,0.005644844581255208,0.024332353036560443
EIF5A,13658.09416187221,0.9189454955074035,0.33202596252528616,2.76769168446404,0.0056454835458672374,0.024332353036560443
KHDC1,79.76130282942687,0.713511507983314,0.25785295302447103,2.7671256024576127,0.0056552961960839206,0.02436913896333315
FCHSD2,1953.014740141062,-0.564946091693578,0.20419571779161064,-2.7666892224945023,0.0056628710474110186,0.024396267588936742
PHF14,1655.8840689161195,0.7193245878045241,0.26011553139309723,2.7654042184718737,0.005685229825570906,0.024487060350787786
PVRL1,1454.7936773667839,1.5559025143766967,0.5627098873601807,2.765017195052041,0.005691979530366911,0.024510596884885463
POLD2,2750.2917492997303,0.6452407024301111,0.23340043252736903,2.7645223080486314,0.005700620910314168,0.024542266817497025
ZNF25,593.620196036603,-0.7393706225421502,0.26752855341468346,-2.7637073243396437,0.005714877391118912,0.024598091086305545
EVA1A,1118.8961089784425,-1.1684498952596114,0.42287287358826564,-2.7631233125567762,0.005725113256731561,0.024636588454960362
CDKL1,178.97637943224748,-1.0908809030884201,0.3948818594822724,-2.762550056157729,0.005735176691658212,0.02467432661026515
TTPAL,729.0406497501673,0.47192841251610057,0.1708410709004992,2.7623826637738644,0.005738118248915646,0.02467584920931662
ZBTB8A,404.9101595636161,-0.6444333907630145,0.23328494365035427,-2.7624302738066393,0.0057372814676632244,0.02467584920931662
MTPAP,797.0062383317056,0.4665740673067191,0.1689233062403847,2.762046739973022,0.005744025484678269,0.024695683959374198
SIX3,21.57703528708212,2.027106716209816,0.7340581933913602,2.7615068321008063,0.005753531280869042,0.02472608133085254
SH3GL1,2579.04128751158,0.5412876869096087,0.196017569877426,2.761424331747851,0.005754985058077518,0.02472608133085254
C7orf43,521.2510715530142,0.6500116363028817,0.2353873314644184,2.761455479608675,0.005754436148172962,0.02472608133085254
GEMIN6,551.8285315909252,0.8915244121871809,0.3228859434555919,2.7611124926836483,0.00576048311249242,0.02474412926158906
MAGI2-AS3,1083.9581995713977,-1.065134239459427,0.38580051804689913,-2.7608419108704925,0.005765257595117736,0.02475906166495957
TRIT1,643.2606684239537,0.603974594082858,0.218775793392656,2.7607011942077713,0.0057677419853611935,0.02476415469266292
STX6,2313.906177967137,0.6784085431461687,0.24578120939513348,2.760213218967102,0.0057763647985424734,0.024784438568684376
DISP1,779.8329699822947,-1.0674980297843282,0.3867242730140217,-2.7603595229866094,0.005773778300094466,0.024784438568684376
MARS2,306.947243483199,0.7648246221346471,0.27708614337071374,2.7602413200121223,0.005775867921099576,0.024784438568684376
TBXA2R,124.10142394607311,-0.9679464916462434,0.3507013971755715,-2.760030326202723,0.005779599616167896,0.024787728501741758
GPR110,1358.7768303169887,1.5638296593817178,0.5666089363304387,2.7599805776266706,0.005780479799942858,0.024787728501741758
FAM212A,130.1324618384045,-1.3880766437273586,0.5029355320705189,-2.7599494472240433,0.005781030640506887,0.024787728501741758
DDX27,2154.4990912083776,0.6485203418539734,0.23520669624892648,2.75723587889532,0.0058292284565245305,0.024988771661684842
PRSS16,751.2779467734135,0.7808184937254861,0.28323574583058997,2.756779485709802,0.005837370308841082,0.025018050905666767
NSUN6,287.25899850076854,0.5993993190772281,0.2174834657009228,2.756068453964704,0.005850075228750908,0.025066869189561292
ZNF367,200.93528560218408,1.0924917252220996,0.3964083886308002,2.755975293549111,0.005851741691509606,0.025068377704508357
HMBOX1,540.0220349330202,-0.7385872605238029,0.26800292539466686,-2.755892531531674,0.005853222505623702,0.02506909041707955
AC144652.1,55.822563272612314,-0.951057962612033,0.34516712898506857,-2.7553549650238405,0.0058628491055605116,0.025104683013302664
FGFBP3,62.71889617555957,-0.6175320917760646,0.22414572178153935,-2.7550474167779746,0.0058683630147546295,0.025122653067878854
OLA1P1,35.70403191183877,1.1711577847766712,0.4251611968662198,2.754620584872389,0.005876023258343127,0.025149801522244192
UMPS,1153.8673630999447,0.48816328585543695,0.17722697573740623,2.7544524969987583,0.005879042361373368,0.025151434705274308
COL13A1,341.3164679198096,-1.5186662298009708,0.5513403431455625,-2.75449864803385,0.00587821328234804,0.025151434705274308
SLC30A3,48.83557690556374,1.9602747317506883,0.7117875466979419,2.7540166175210725,0.005886877906734122,0.025168019600366104
NTRK2,600.1142141273797,-2.0093680935495635,0.7295870429777261,-2.75411702125158,0.005885072174841431,0.025168019600366104
SPESP1,122.38952034199745,1.9628162665474091,0.7127085021651364,2.7540239250472975,0.005886746466151567,0.025168019600366104
CD44,19551.778586740213,-0.8467241154365128,0.3075185718448243,-2.75340806363973,0.005897833261735257,0.02520920573012434
SFTPB,427825.7837228517,-1.4053857113589043,0.5104910607227272,-2.7530074853205675,0.005905054608496047,0.025234416646479185
HIST2H2AC,17.863446771557655,1.4486167892484452,0.5262247863405638,2.752847883358586,0.005907934020807479,0.025241065780654177
TAF6,1357.262578700865,0.4693029155433439,0.17049203480262046,2.752638362763741,0.005911715946596477,0.025251566972785668
BNIP2,3284.0032729723366,-0.6006733652983346,0.21824529549204427,-2.7522855140775806,0.005918089930139972,0.025273132814068414
ADRBK2,1645.5369807276866,-0.9355056827844043,0.3399254933786863,-2.7520903874727196,0.005921617425195937,0.025282535825685452
NDUFB4,3086.0357911887722,0.8169360706455113,0.2968534096177365,2.751984798481832,0.005923527050996082,0.02528502862949805
CHAC2,141.44164124999028,1.4698619216484834,0.534230112230841,2.7513647920567896,0.005934751355858774,0.02532727184133778
MORC2,1567.5335091096042,0.6328900453321968,0.23005772355223758,2.751005424029987,0.005941265956699891,0.025349401415252867
PTPRD-AS1,36.45389938741562,-1.7230752683671318,0.6263918403748181,-2.750794562292006,0.0059450914442444915,0.02536005010615767
CLEC2D,373.7339286180291,0.9766188624332242,0.3551681676066634,2.7497364671340594,0.005964321112394592,0.025430702493983826
A2M,99355.7583203842,-1.307438296682657,0.4754687422900411,-2.749788115167212,0.005963381168945709,0.025430702493983826
TRPT1,636.8315517190614,0.705008465735197,0.2564326881726275,2.749292497610888,0.005972406429190368,0.02545697651966769
TPK1,309.0597947626761,-0.7148686744988985,0.2600231384266811,-2.7492502352842356,0.005973176600884959,0.02545697651966769
RNF39,321.4949973931064,1.3935546149892235,0.5068985924230845,2.749178308678531,0.005974487568269326,0.02545697651966769
CHMP1B2P,49.77289368167178,2.0408502258397543,0.7425417597905158,2.7484652532074616,0.005987498077216862,0.025506715061130218
RAD51D,563.1746653011523,0.5655472682747935,0.205795540944898,2.7481026346737973,0.005994124252618573,0.025529240229107058
TMEM106C,2589.974402495084,1.0311857909655826,0.37539680170761763,2.746922153505011,0.0060157411275017884,0.025615587136350548
PLXNA2,3430.2672168428303,-1.171712376776673,0.4266028799364262,-2.7466115018991095,0.006021441415598086,0.025631819429142146
CDK16,3710.330323201426,0.7633353149590326,0.2779233324941894,2.746567940548827,0.006022241131605807,0.025631819429142146
LLGL1,1282.2579378747064,0.5267667837063376,0.19183192401959062,2.7459808183571264,0.006033029086443232,0.02566519417188972
DCUN1D5,761.5707997994051,0.8988099258383596,0.3273254244504663,2.7459215163238113,0.0060341196868054486,0.02566519417188972
RAB1A,7655.540447854254,0.4774097576137841,0.1738552559762904,2.7460185482047845,0.00603233530409454,0.02566519417188972
WDR55,1233.617493522409,0.5585817049596036,0.20346489201611184,2.745346872498136,0.006044696938070084,0.02570445039083002
PLA2G7,407.71360057144494,1.3882398608438098,0.5057439386628715,2.744946117424868,0.006052083367845155,0.025730123493433527
NPTX1,250.94194042364228,2.083937030451092,0.7592160837612322,2.744853639199871,0.006053789014297953,0.025731638974970036
RRP1,932.416943511281,0.6536030863631308,0.23815366378792943,2.7444595055449152,0.006061063178477571,0.02575681749998312
TMEM159,2270.5778194901077,0.8156713644979173,0.29727532083426567,2.743824688200953,0.006072795976189044,0.025800927791908543
PTPN4,991.9756450085508,-0.44648075337432136,0.16273743710971664,-2.7435651028061026,0.006077599566159688,0.025815585506859147
FBXO7,4063.169931675907,-0.5591727518775527,0.20383491902884837,-2.7432628057139414,0.006083197843276426,0.02583361150455756
TPMT,1434.8618065300486,0.695984181474071,0.2537370911851528,2.7429343428793747,0.006089285951989069,0.02585370918885475
CDON,542.957004365754,-1.1264395093246788,0.41072599035970947,-2.7425571689246038,0.006096283697622208,0.025877659176730638
APEX1,4921.612975595464,0.8094157797513105,0.2951969034131527,2.741952135651185,0.0061075240693041835,0.025919603704888605
NR3C2,1127.0587145109703,-1.003639102281935,0.3660872008893074,-2.7415301596009694,0.006115374630308801,0.025947146818520457
SCD5,1541.1265509354134,-1.289208700919835,0.47036289105884027,-2.740880978126654,0.006127469931857297,0.025992683839053017
TRIB1,4553.526761588734,-1.00421012980119,0.3666357952495683,-2.738985507723342,0.006162909000809687,0.026137202682553335
RP3-453C12.14,21.156530931659564,-1.5675532043551945,0.5724120641856154,-2.738504833201569,0.006171925323137319,0.026169622001528448
WNT10A,156.1626761519373,1.364515350872252,0.49831971422327753,2.738232728759485,0.006177034625382308,0.026179645416731418
MRPL45,1492.8846091955334,0.6631289003428765,0.24217116073378958,2.7382653588212813,0.00617642173014595,0.026179645416731418
EIF2B5,1805.0160924833838,0.3158893300823384,0.11538063442614065,2.7378019860390927,0.0061851304637533305,0.02620813334918985
TIGD2,404.50727410820593,0.5872539776912455,0.21454620557565296,2.7371911617619773,0.006196627327968329,0.026245186852989558
RP11-73K9.2,24.27420107589851,-0.8135234143232885,0.2972031499821698,-2.737263768476527,0.006195259725812224,0.026245186852989558
COX10,540.5734825901645,0.3679845509182396,0.13448355534534107,2.736279167912315,0.00621382858453396,0.026312197771809875
EGF,211.02567596854365,1.5607344288526364,0.5704378081654121,2.7360290754081014,0.006218553122833545,0.02632635852578943
SUPT7L,1693.16212456598,0.3714095785062672,0.13576225641924783,2.735735161614552,0.0062241096299402035,0.026344034368002568
PPARG,1343.1085192683195,-1.1563378887246638,0.42271684391652087,-2.735490447958161,0.006228739407076713,0.026357780779180624
PRF1,1011.5300754650808,-1.3650259999077474,0.499063174595561,-2.7351767659754893,0.006234678541375908,0.026377060590310853
HELB,301.50567007546624,0.8463680967441924,0.3094493546812468,2.735077918052236,0.006236551146174039,0.026379131394950378
BEX4,1541.7181997289956,-0.823141347990706,0.3010120322174633,-2.734579551278652,0.006246000070522985,0.02641324020953755
VSIG10L,195.84349178938297,1.26495916329362,0.46261018766001155,2.734395387382352,0.006249495037400177,0.026422161239923782
TEX41,28.807479425752952,1.6823002077416094,0.6155568030967958,2.7329731379429965,0.006276545101592607,0.026530644542902087
RP13-1032I1.7,104.80661139149994,-0.6830438015967375,0.2499422375399261,-2.7328066209202726,0.006279719006465921,0.026538178792669634
LHPP,1111.2033931115357,0.8149903843729892,0.2982732247722496,2.7323618638424074,0.006288203401691864,0.02656814693776412
CRNKL1,1285.519011341237,0.3541555177632541,0.12963758300554293,2.7318892373063717,0.00629723075484739,0.02660039533919146
FURIN,15977.558601892868,1.7664234306752267,0.6467534716111103,2.7312160014772497,0.006310109967587343,0.026648896656737336
PLN,621.8181774568831,-1.4571928494486512,0.5335546715643257,-2.731103159824871,0.006312270982228916,0.026652121357775047
CLEC17A,21.987849980404242,1.8425878020054303,0.6747476058968002,2.7307807925549668,0.006318448262703687,0.02667229864238263
FAM19A5,328.00963373385565,1.6752147529880552,0.6135818142830806,2.7302223012352553,0.006329163089441113,0.026711617269710317
IGHV3-20,61.99502096680376,2.4003598134574426,0.8794540622026268,2.729374866318371,0.00634545262202046,0.026774440798047392
HIST1H2BC,186.96533500650457,1.2844754736280775,0.4707466785784423,2.7285916865243274,0.006360540569459995,0.02683216760467618
PSMA5,3863.101100044905,0.9425357639704333,0.34548761126265587,2.728131872878861,0.006369413906947873,0.0268636581232441
C6orf136,413.64255673085455,0.5264885918660153,0.1929975622099022,2.7279546220040416,0.006372837411594133,0.026872154568632168
GLP1R,10.642738481623327,-1.720467355105946,0.6307177894215845,-2.7277926577649625,0.006375967110867835,0.02687940865129782
PPP2R5D,1945.6979950949383,0.37172240177482,0.13627838714596563,2.7276695120897934,0.00637834762912987,0.026883356101047456
PSRC1,225.71022307451796,1.1119980944063603,0.4076839514072665,2.7275984020658712,0.006379722615003187,0.026883356101047456
LRRC8D,1079.2800410503464,0.5214166078600737,0.1911847815698161,2.7272913857406835,0.00638566215548659,0.026896499255618427
CFD,2936.8514574318,-1.399197139330414,0.5130310765548614,-2.7273145882826255,0.006385213105156976,0.026896499255618427
FSCN1,3460.512236770804,1.2989617330929724,0.4763381513161653,2.726973956429532,0.006391808377111192,0.026916442783895926
CALCA,31.297734204078903,-2.2888343303201517,0.8395591224898787,-2.7262336493136545,0.0064061632544246275,0.026964984680729748
ZNF229,198.81493070139,1.6074771821020972,0.5896256188727964,2.7262675342620897,0.006405505577576212,0.026964984680729748
ADSS,2605.573967951921,0.4914525314362343,0.18028812203041844,2.725928507665723,0.0064120885213535634,0.02697801726875252
RIT1,2320.5229072322923,1.0631984366944425,0.39002508311066364,2.725974514805183,0.006411194835163079,0.02697801726875252
CAPN14,26.55031402205948,1.7198949162468637,0.6310519251838463,2.72544120001821,0.006421561329491412,0.027011913911790957
SRF,2374.400560770649,-0.6573033397014402,0.24121429744635534,-2.724976697733353,0.00643060254184044,0.027039919110413802
IGKV1D-39,64.26910817323702,3.6672777318577583,1.345812964104785,2.724953488835782,0.0064310545870824775,0.027039919110413802
LINC01224,33.29723636825454,2.098383567094067,0.7702326873679727,2.724350188596424,0.006442815245230336,0.027083397037036144
HLA-DOA,4113.1016382097805,-0.8262139508948753,0.303308597691142,-2.724004387558462,0.00644956496714211,0.027105796177464593
CRY1,1051.7518042910604,-0.6030271309572579,0.22139187797507362,-2.7237997006608903,0.0064535632659325935,0.027116624500521356
A2M-AS1,59.81746969734385,-0.8536116570548723,0.31342851399649446,-2.7234652207310646,0.006460101706319252,0.027138118886105896
C3orf14,407.9075962475863,0.8628823768744858,0.31688831085519353,2.7229858196593173,0.006469483468859775,0.027171545632700644
PCDHB8,105.38132811535371,2.0782658250615906,0.7632819217112147,2.722802369539018,0.0064730767844453025,0.027180651790607836
PAQR7,919.6935878801576,0.749713477019102,0.2754464478141426,2.7218121089184306,0.0064925044618274075,0.02725622828438748
BMP8A,23.360003623672682,1.2630909559418928,0.4640814608536791,2.721700956591616,0.006494688402543906,0.02725939639377583
PTS,542.6658967875827,0.9787935040534079,0.359687624567397,2.7212320836187263,0.0065039081770576065,0.02729208729435482
YBEY,355.37726385536456,0.7935746021897709,0.2916520668952029,2.7209634090298422,0.006509196616149626,0.02730827053744075
ATP6V1E2,257.6225342300733,0.5223905914530287,0.19199422703793412,2.7208661401564695,0.0065111121552142714,0.027310299323564238
ATP2A1,23.59560895858927,1.424329921519474,0.5235589647033184,2.7204766178086346,0.0065187881933858926,0.02733648382239572
RP11-152N13.5,47.63444146965773,1.345647827160693,0.49469838898531787,2.7201378802157987,0.006525470068531972,0.027358488711154486
ZNF589,456.328932792349,-0.6990869997409976,0.25701956348620036,-2.719975826970589,0.0065286688788540525,0.027365884144506483
MED9,678.9004659390147,0.46623257346253355,0.17142561040800997,2.7197369888481293,0.006533385936538625,0.027379638888522226
CORO1C,7636.81282547234,-0.7969201727068106,0.29304767246121344,-2.71942160814223,0.006539619407988533,0.027399741069674275
SLC9A3R1,1845.778324687484,0.7831857781798142,0.2880061959761248,2.7193365598451877,0.00654130129543643,0.027400768351979705
SLC35D1,801.9991017955232,0.5401050780951515,0.19862242751493944,2.719255246513022,0.006542909685205335,0.027401487377302622
APOBEC3D,226.013058501852,0.9349902898403565,0.34385213373402757,2.719163844315647,0.0065447180588330475,0.027403043428773626
RP11-545E17.3,76.74759058577976,1.0997418527102119,0.40446260338766854,2.719019863638996,0.006547567598606789,0.027408957252113408
UXS1,3136.8715258112125,-0.5120214887104367,0.18832960563928042,-2.718751982580709,0.006552872235930109,0.027425143577717588
SLC16A6,167.93615482084854,-1.0485108645585022,0.3857245366594297,-2.718289258026307,0.006562044310407219,0.027457505284793
FAM219B,452.96072448253096,-0.590235341371919,0.21714261402989327,-2.718192115393174,0.0065639713265712015,0.02745954400973151
STAP2,903.5794132265038,0.8420966878323107,0.30986782409763064,2.717599641991192,0.006575735228897526,0.027502724185424036
FUT8-AS1,23.72133118039398,1.1085913983303828,0.4079427709309168,2.717516959059234,0.006577378453095968,0.02750356541491916
LSM2,1424.90955200574,1.1138154742687458,0.4099225082128301,2.7171366586449,0.006584941224396764,0.027529153667622767
RP11-304L19.13,25.275126604760874,-0.9707390649649049,0.3572866362753253,-2.716975577605575,0.006588146888469608,0.027536519276110533
CYP2T1P,199.49528740317916,1.810677220482966,0.6664576987043497,2.7168674381030877,0.006590299753427934,0.02753948222992497
PIP5KL1,224.78848292019424,1.259496843123801,0.4636168117273911,2.7166763828754146,0.006594104869083829,0.027549346782730952
EFEMP2,2115.3124379974474,-0.7185956208234073,0.2645379816588247,-2.7164175681591987,0.006599262654757355,0.027564857063410483
NRIP3,352.2886907473569,1.7170280828980973,0.6322122372949722,2.7159045358639284,0.00660949733609439,0.027601561899275717
MYL3,28.152275033908843,-1.2017460858301285,0.4425863830547879,-2.715280297454077,0.00662196975883825,0.027647593529019944
GPR56,5118.793938821773,1.0229097346648512,0.37680361970316906,2.714702516580544,0.006633532804003378,0.027689809069370193
TPBGL,41.934412416160804,1.5226597043620476,0.5609543195653872,2.7144094469969757,0.006639404900053087,0.027708256073044307
IDE,1863.0435491141968,0.681918183040189,0.2512306002203473,2.7143118013573893,0.006641362417092797,0.027710361850534642
DKK1,620.2034573040827,2.48393297207461,0.9152381645015134,2.713974425910757,0.006648129828503967,0.027732531078133782
SYDE2,425.2367988876691,-1.2262337605988598,0.45185899551339254,-2.713753123816068,0.0066525722920642155,0.02774499426071479
ST3GAL6,492.1190939264575,-0.8675925913845495,0.319717320242546,-2.713623993615269,0.006655165711003018,0.027749742116364138
ZNF572,94.65999282051955,1.0524710770634016,0.38793255111145264,2.713025947546814,0.006667188576955949,0.027793796839279534
RP4-610C12.3,38.19951042949606,2.1517989976419396,0.7931752049357215,2.712892415511552,0.0066698757139311135,0.02779892255596464
GRIK5,36.880729170622594,1.385676975186461,0.5107886351318107,2.7128187275131572,0.0066713589940244795,0.027799029655677276
PKD1L1,53.953474686459195,-1.407508451993252,0.5189041844934889,-2.7124630983023286,0.006678521693739854,0.027816721062023694
PTGIR,272.1005212564684,-0.6114984497717376,0.2254398757802633,-2.712468003521109,0.00667842285111479,0.027816721062023694
WDR77,868.211553024384,0.5737175131333296,0.21152333827642447,2.7123130610939015,0.006681545654328541,0.02782323989505544
PPM1M,1309.354232680355,-0.7265299193306944,0.2679176628442832,-2.711765665681258,0.006692588705630689,0.027863141627109476
C2orf68,1551.9092103680885,0.5667309832538536,0.20904491382645565,2.7110488979623817,0.006707073448578403,0.027917351552005084
NAA50,4798.948353286304,0.6535102007331177,0.24108186352869676,2.7107397925656413,0.006713328672271424,0.02793729095299162
TRBV28,287.38553420159644,1.1416218143673023,0.4212396739106763,2.7101478922172526,0.006725321324151612,0.02798109255982102
MAP1LC3C,174.55999281455288,-1.7640170746234685,0.6510161463350936,-2.709636442281858,0.006735699453452686,0.028012049711349678
RP11-206L10.9,16.631391661207438,1.2964716202899413,0.4784566764394314,2.7096949089267515,0.006734512344344894,0.028012049711349678
SLC4A7,725.0603463764414,0.7058156871337978,0.2605164361784449,2.70929426752306,0.006742650755734981,0.02803484526125519
FAM222B,1563.596703774971,0.879036453882983,0.3245723840110234,2.708290961233253,0.006763070173806124,0.028113616903842724
SOD1,6280.011154646975,0.7085690997487832,0.26165625457105546,2.7080151434192605,0.006768693384190329,0.028127244735332773
NDUFS2,3560.0457912641587,0.651827317269821,0.24071204284974043,2.7079131960037035,0.006770772891144755,0.028127244735332773
KIAA1456,209.58968903986752,-1.3638855558886098,0.5036543819781858,-2.7079791315062605,0.006769427883810737,0.028127244735332773
GOT1,1603.5243133474169,0.6504742170190171,0.24021979248528752,2.7078294019376274,0.0067724825388992054,0.028128220161560462
PCSK2,103.92430847214601,-1.7566142097330415,0.648775574013558,-2.707583762542102,0.0067774965478463395,0.028142916211740778
